#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"106.0018","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IBM-FY2013.CSV","Start Processing"
"15602.1489","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IBM-FY2013.CSV","End Processing"
"0.4985","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ICE-FY2013.CSV","Start Processing"
"10202.75","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ICE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IDXX-FY2013.CSV","Start Processing"
"10862.2529","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IDXX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IFF-FY2013.CSV","Start Processing"
"11918.6412","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IFF-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ILMN-FY2013.CSV","Start Processing"
"11074.8465","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ILMN-FY2013.CSV","End Processing"
"0.9985","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INCY-FY2013.CSV","Start Processing"
"10541.0738","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INCY-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INFO-FY2013.CSV","Start Processing"
"133.5833","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INFO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTC-FY2013.CSV","Start Processing"
"10746.3641","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTC-FY2013.CSV","End Processing"
"0.9908","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTU-FY2013.CSV","Start Processing"
"10613.0438","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTU-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IP-FY2013.CSV","Start Processing"
"10885.5689","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IPG-FY2013.CSV","Start Processing"
"10160.329","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IPG-FY2013.CSV","End Processing"
