#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"14.9975","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NAVI-FY2013.CSV","Start Processing"
"780.3398","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NAVI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NBL-FY2013.CSV","Start Processing"
"16193.925","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NBL-FY2013.CSV","End Processing"
"0.5021","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NCLH-FY2013.CSV","Start Processing"
"9585.3809","240","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NCLH-FY2013.CSV","End Processing"
"0.4982","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NDAQ-FY2013.CSV","Start Processing"
"10862.5122","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NDAQ-FY2013.CSV","End Processing"
"0.5211","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEE-FY2013.CSV","Start Processing"
"11782.5399","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEM-FY2013.CSV","Start Processing"
"11255.4071","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEM-FY2013.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFLX-FY2013.CSV","Start Processing"
"10363.7107","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFLX-FY2013.CSV","End Processing"
"0.9966","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFX-FY2013.CSV","Start Processing"
"10376.6276","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NI-FY2013.CSV","Start Processing"
"10887.3492","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NKE-FY2013.CSV","Start Processing"
"10863.5165","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NKE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NLSN-FY2013.CSV","Start Processing"
"10171.4146","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NLSN-FY2013.CSV","End Processing"
"0.4974","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOC-FY2013.CSV","Start Processing"
"9831.2059","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOC-FY2013.CSV","End Processing"
"0.5026","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOV-FY2013.CSV","Start Processing"
"9869.166","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOV-FY2013.CSV","End Processing"
