#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.004","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\O-FY2013.CSV","Start Processing"
"12868.1861","264","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\O-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OKE-FY2013.CSV","Start Processing"
"9934.0675","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OKE-FY2013.CSV","End Processing"
"0.4989","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OMC-FY2013.CSV","Start Processing"
"10516.9228","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OMC-FY2013.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORCL-FY2013.CSV","Start Processing"
"11249.5847","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORCL-FY2013.CSV","End Processing"
"0.4988","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORLY-FY2013.CSV","Start Processing"
"11100.9266","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORLY-FY2013.CSV","End Processing"
"1.0095","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OXY-FY2013.CSV","Start Processing"
"10156.1999","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OXY-FY2013.CSV","End Processing"
"0.4989","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\O-FY2014.CSV","Start Processing"
"10876.5877","269","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\O-FY2014.CSV","End Processing"
"0.501","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OKE-FY2014.CSV","Start Processing"
"10877.8914","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OKE-FY2014.CSV","End Processing"
"0.4992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OMC-FY2014.CSV","Start Processing"
"10650.3609","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OMC-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORCL-FY2014.CSV","Start Processing"
"10386.3589","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORCL-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORLY-FY2014.CSV","Start Processing"
"10182.5859","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORLY-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OXY-FY2014.CSV","Start Processing"
