#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"11.0028","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BA-FY2013.CSV","Start Processing"
"17314.1285","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BA-FY2013.CSV","End Processing"
"1.0124","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BAC-FY2013.CSV","Start Processing"
"10667.8611","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BAC-FY2013.CSV","End Processing"
"0.9967","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BAX-FY2013.CSV","Start Processing"
"11464.1921","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BAX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BBT-FY2013.CSV","Start Processing"
"11919.1387","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BBT-FY2013.CSV","End Processing"
"0.5091","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BBY-FY2013.CSV","Start Processing"
"11337.2907","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BBY-FY2013.CSV","End Processing"
"0.4999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BDX-FY2013.CSV","Start Processing"
"10645.688","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BDX-FY2013.CSV","End Processing"
"1.0017","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BEN-FY2013.CSV","Start Processing"
"11358.3419","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BEN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BF-B-FY2013.CSV","Start Processing"
"11324.5187","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BF-B-FY2013.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BHF-FY2013.CSV","Start Processing"
"11899.7549","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BHF-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BHGE-FY2013.CSV","Start Processing"
"10520.1063","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BHGE-FY2013.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BIIB-FY2013.CSV","Start Processing"
"11001.7759","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BIIB-FY2013.CSV","End Processing"
"0.9967","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BK-FY2013.CSV","Start Processing"
"10582.2579","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BK-FY2013.CSV","End Processing"
"0.9999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BLK-FY2013.CSV","Start Processing"
"10976.583","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BLK-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BLL-FY2013.CSV","Start Processing"
"11955.3607","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BLL-FY2013.CSV","End Processing"
"0.4916","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BMY-FY2013.CSV","Start Processing"
"11118.5578","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BMY-FY2013.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BRK-B-FY2013.CSV","Start Processing"
"11237.6422","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\BRK-B-FY2013.CSV","End Processing"
