#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"30.1374","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XEC-FY2013.CSV","Start Processing"
"11483.3996","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XEC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XEL-FY2013.CSV","Start Processing"
"9955.8668","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XEL-FY2013.CSV","End Processing"
"0.4577","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XL-FY2013.CSV","Start Processing"
"10613.3494","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XL-FY2013.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XLNX-FY2013.CSV","Start Processing"
"10905.7818","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XLNX-FY2013.CSV","End Processing"
"1.0025","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XOM-FY2013.CSV","Start Processing"
"10828.0395","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XOM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XRAY-FY2013.CSV","Start Processing"
"9914.0956","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XRAY-FY2013.CSV","End Processing"
"1.0277","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XRX-FY2013.CSV","Start Processing"
"10466.7506","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XRX-FY2013.CSV","End Processing"
"0.508","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XYL-FY2013.CSV","Start Processing"
"10584.0324","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\XYL-FY2013.CSV","End Processing"
"0.9996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\XEC-FY2014.CSV","Start Processing"
