#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"9.9971","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\V-FY2013.CSV","Start Processing"
"15475.27","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\V-FY2013.CSV","End Processing"
"0.9985","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VAR-FY2013.CSV","Start Processing"
"10264.1111","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VAR-FY2013.CSV","End Processing"
"1.0108","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VFC-FY2013.CSV","Start Processing"
"11369.3371","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VFC-FY2013.CSV","End Processing"
"1.0014","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VIAB-FY2013.CSV","Start Processing"
"11721.2482","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VIAB-FY2013.CSV","End Processing"
"1.0135","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VLO-FY2013.CSV","Start Processing"
"11438.7665","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VLO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VMC-FY2013.CSV","Start Processing"
"10782.0684","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VMC-FY2013.CSV","End Processing"
"0.9999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VNO-FY2013.CSV","Start Processing"
"10863.1434","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VNO-FY2013.CSV","End Processing"
"1.0087","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VRSK-FY2013.CSV","Start Processing"
"10869.5401","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VRSK-FY2013.CSV","End Processing"
"0.4989","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VRSN-FY2013.CSV","Start Processing"
"11052.8842","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VRSN-FY2013.CSV","End Processing"
"0.5101","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VRTX-FY2013.CSV","Start Processing"
"10085.5627","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VRTX-FY2013.CSV","End Processing"
"0.5054","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VTR-FY2013.CSV","Start Processing"
"10183.6471","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VTR-FY2013.CSV","End Processing"
"0.5003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VZ-FY2013.CSV","Start Processing"
"10195.4136","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\VZ-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\V-FY2014.CSV","Start Processing"
"10543.1758","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\V-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VAR-FY2014.CSV","Start Processing"
"11690.7817","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VAR-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VFC-FY2014.CSV","Start Processing"
"11079.2605","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VFC-FY2014.CSV","End Processing"
"0.9996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VIAB-FY2014.CSV","Start Processing"
"10032.8328","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VIAB-FY2014.CSV","End Processing"
"0.4992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VLO-FY2014.CSV","Start Processing"
"10399.0936","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VLO-FY2014.CSV","End Processing"
"0.4982","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VMC-FY2014.CSV","Start Processing"
"11254.8787","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VMC-FY2014.CSV","End Processing"
"0.9922","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VNO-FY2014.CSV","Start Processing"
"9975.6615","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VNO-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VRSK-FY2014.CSV","Start Processing"
"9750.8481","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VRSK-FY2014.CSV","End Processing"
"1.5083","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VRSN-FY2014.CSV","Start Processing"
"9730.133","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VRSN-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VRTX-FY2014.CSV","Start Processing"
"10536.2729","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VRTX-FY2014.CSV","End Processing"
"0.5058","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VTR-FY2014.CSV","Start Processing"
"10121.5641","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VTR-FY2014.CSV","End Processing"
"0.523","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VZ-FY2014.CSV","Start Processing"
"10577.6514","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\VZ-FY2014.CSV","End Processing"
"0.4941","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\V-FY2015.CSV","Start Processing"
"10797.3885","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\V-FY2015.CSV","End Processing"
"0.5007","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\VAR-FY2015.CSV","Start Processing"
"11684.4781","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\VAR-FY2015.CSV","End Processing"
"1.0148","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\VFC-FY2015.CSV","Start Processing"
"11936.3124","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\VFC-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\VIAB-FY2015.CSV","Start Processing"
