#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"57.0013","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HAL-FY2013.CSV","Start Processing"
"16717.728","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HAL-FY2013.CSV","End Processing"
"1.0039","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HAS-FY2013.CSV","Start Processing"
"10290.3604","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HAS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HBAN-FY2013.CSV","Start Processing"
"11194.9475","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HBAN-FY2013.CSV","End Processing"
"0.5007","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HBI-FY2013.CSV","Start Processing"
"12183.2905","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HBI-FY2013.CSV","End Processing"
"0.5233","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HCA-FY2013.CSV","Start Processing"
"11955.3621","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HCA-FY2013.CSV","End Processing"
"0.4948","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HCN-FY2013.CSV","Start Processing"
"10849.9974","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HCN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HCP-FY2013.CSV","Start Processing"
"11158.0239","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HCP-FY2013.CSV","End Processing"
"1.0076","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HD-FY2013.CSV","Start Processing"
"12011.1399","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HD-FY2013.CSV","End Processing"
"0.4981","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HES-FY2013.CSV","Start Processing"
"11537.8946","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HES-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HIG-FY2013.CSV","Start Processing"
"10309.4499","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HIG-FY2013.CSV","End Processing"
"0.5156","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HII-FY2013.CSV","Start Processing"
"10640.4156","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HII-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HLT-FY2013.CSV","Start Processing"
"615.1002","13","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HLT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HOG-FY2013.CSV","Start Processing"
"10518.6404","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HOG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HOLX-FY2013.CSV","Start Processing"
"10644.2997","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HOLX-FY2013.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HON-FY2013.CSV","Start Processing"
"11970.6375","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HON-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HP-FY2013.CSV","Start Processing"
"11187.1531","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HP-FY2013.CSV","End Processing"
"3.5041","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\HPE-FY2013.CSV","Start Processing"
