#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"21.9992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JBHT-FY2013.CSV","Start Processing"
"16376.511","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JBHT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JCI-FY2013.CSV","Start Processing"
"9646.5851","260","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JCI-FY2013.CSV","End Processing"
"0.5018","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JEC-FY2013.CSV","Start Processing"
"9861.9134","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JEC-FY2013.CSV","End Processing"
"0.5291","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JNJ-FY2013.CSV","Start Processing"
"11293.6012","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JNJ-FY2013.CSV","End Processing"
"0.9915","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JNPR-FY2013.CSV","Start Processing"
"10451.5646","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JNPR-FY2013.CSV","End Processing"
"0.5029","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JPM-FY2013.CSV","Start Processing"
"10968.351","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JPM-FY2013.CSV","End Processing"
"10.9693","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JWN-FY2013.CSV","Start Processing"
"10260.1696","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\JWN-FY2013.CSV","End Processing"
"1.0043","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JBHT-FY2014.CSV","Start Processing"
"10379.3704","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JBHT-FY2014.CSV","End Processing"
"1.0024","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JCI-FY2014.CSV","Start Processing"
"10287.4649","260","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JCI-FY2014.CSV","End Processing"
"1.0025","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JEC-FY2014.CSV","Start Processing"
"10807.239","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JEC-FY2014.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JNJ-FY2014.CSV","Start Processing"
"10003.4388","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\JNJ-FY2014.CSV","End Processing"
