#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.0008","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PAYX-FY2013.CSV","Start Processing"
"13164.1533","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PAYX-FY2013.CSV","End Processing"
"1.0007","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PBCT-FY2013.CSV","Start Processing"
"9207.4412","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PBCT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCAR-FY2013.CSV","Start Processing"
"10119.7773","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCAR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCG-FY2013.CSV","Start Processing"
"11067.2194","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCG-FY2013.CSV","End Processing"
"0.9893","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCLN-FY2013.CSV","Start Processing"
"10230.4986","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCLN-FY2013.CSV","End Processing"
"0.4945","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PDCO-FY2013.CSV","Start Processing"
"9927.9862","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PDCO-FY2013.CSV","End Processing"
"0.4963","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEG-FY2013.CSV","Start Processing"
"9966.9492","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEP-FY2013.CSV","Start Processing"
"9931.2715","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEP-FY2013.CSV","End Processing"
"0.5127","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFE-FY2013.CSV","Start Processing"
"9858.1288","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFG-FY2013.CSV","Start Processing"
"10180.9242","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFG-FY2013.CSV","End Processing"
"0.4913","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PG-FY2013.CSV","Start Processing"
"9371.775","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PG-FY2013.CSV","End Processing"
"1.0273","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PGR-FY2013.CSV","Start Processing"
"9392.2323","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PGR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PH-FY2013.CSV","Start Processing"
"9812.2328","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PH-FY2013.CSV","End Processing"
"2.0163","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PHM-FY2013.CSV","Start Processing"
"9551.8612","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PHM-FY2013.CSV","End Processing"
"2.0144","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKG-FY2013.CSV","Start Processing"
"10803.2765","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKG-FY2013.CSV","End Processing"
"0.9992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKI-FY2013.CSV","Start Processing"
"10639.3321","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKI-FY2013.CSV","End Processing"
"1.5356","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PLD-FY2013.CSV","Start Processing"
"9590.0655","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PLD-FY2013.CSV","End Processing"
"1.0046","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PM-FY2013.CSV","Start Processing"
"9715.7638","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PM-FY2013.CSV","End Processing"
"2.0082","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PNC-FY2013.CSV","Start Processing"
"9791.0633","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PNC-FY2013.CSV","End Processing"
