#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"18.5315","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\YUM-FY2013.CSV","Start Processing"
"10884.162","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\YUM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\YUM-FY2014.CSV","Start Processing"
"9860.0313","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\YUM-FY2014.CSV","End Processing"
"0.4992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\YUM-FY2015.CSV","Start Processing"
"11479.1654","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\YUM-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\YUM-FY2016.CSV","Start Processing"
"11142.501","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\YUM-FY2016.CSV","End Processing"
"1.0028","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\YUM-FY2017.CSV","Start Processing"
"10467.8504","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\YUM-FY2017.CSV","End Processing"
