#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"10.5062","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GD-FY2013.CSV","Start Processing"
"16639.2184","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GD-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GE-FY2013.CSV","Start Processing"
"9222.533","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GGP-FY2013.CSV","Start Processing"
"10058.9734","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GGP-FY2013.CSV","End Processing"
"1.0193","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GILD-FY2013.CSV","Start Processing"
"11269.2018","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GILD-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GIS-FY2013.CSV","Start Processing"
"10112.7387","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GIS-FY2013.CSV","End Processing"
"0.5029","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GLW-FY2013.CSV","Start Processing"
"10352.582","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GLW-FY2013.CSV","End Processing"
"0.5","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GM-FY2013.CSV","Start Processing"
"10211.6816","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GM-FY2013.CSV","End Processing"
"0.4974","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GOOG-FY2013.CSV","Start Processing"
"10186.136","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GOOG-FY2013.CSV","End Processing"
"0.4992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GOOGL-FY2013.CSV","Start Processing"
"10140.8898","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GOOGL-FY2013.CSV","End Processing"
"0.5007","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GPC-FY2013.CSV","Start Processing"
"10213.1206","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GPC-FY2013.CSV","End Processing"
"0.5003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GPN-FY2013.CSV","Start Processing"
"9338.8416","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GPN-FY2013.CSV","End Processing"
"1.0025","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GPS-FY2013.CSV","Start Processing"
"9411.6444","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GPS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GRMN-FY2013.CSV","Start Processing"
"9647.7133","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GRMN-FY2013.CSV","End Processing"
"0.9992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GS-FY2013.CSV","Start Processing"
"9458.8143","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GT-FY2013.CSV","Start Processing"
"10948.4804","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GWW-FY2013.CSV","Start Processing"
"9932.4185","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\GWW-FY2013.CSV","End Processing"
"1.0163","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GD-FY2014.CSV","Start Processing"
"9960.3216","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GD-FY2014.CSV","End Processing"
"0.9992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GE-FY2014.CSV","Start Processing"
"9499.6774","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GE-FY2014.CSV","End Processing"
"0.9988","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GGP-FY2014.CSV","Start Processing"
"10044.658","261","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GGP-FY2014.CSV","End Processing"
"0.5018","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GILD-FY2014.CSV","Start Processing"
"10119.4432","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GILD-FY2014.CSV","End Processing"
"0.9555","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GIS-FY2014.CSV","Start Processing"
"9084.1431","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GIS-FY2014.CSV","End Processing"
"0.9416","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GLW-FY2014.CSV","Start Processing"
"9485.7681","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GLW-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GM-FY2014.CSV","Start Processing"
"9715.4499","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GM-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GOOG-FY2014.CSV","Start Processing"
"10102.0816","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GOOG-FY2014.CSV","End Processing"
"0.5171","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GOOGL-FY2014.CSV","Start Processing"
"10430.9399","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GOOGL-FY2014.CSV","End Processing"
"0.5113","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GPC-FY2014.CSV","Start Processing"
"9792.2711","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GPC-FY2014.CSV","End Processing"
"1.0342","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GPN-FY2014.CSV","Start Processing"
"9920.253","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GPN-FY2014.CSV","End Processing"
"0.8096","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GPS-FY2014.CSV","Start Processing"
"10559.2661","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GPS-FY2014.CSV","End Processing"
"1.0007","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GRMN-FY2014.CSV","Start Processing"
"10975.3475","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GRMN-FY2014.CSV","End Processing"
"0.9854","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GS-FY2014.CSV","Start Processing"
"11657.8119","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GS-FY2014.CSV","End Processing"
"0.5014","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GT-FY2014.CSV","Start Processing"
"14920.8876","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GT-FY2014.CSV","End Processing"
"0.4999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GWW-FY2014.CSV","Start Processing"
"11313.3558","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\GWW-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GD-FY2015.CSV","Start Processing"
"10454.327","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GD-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GE-FY2015.CSV","Start Processing"
"11159.1384","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GE-FY2015.CSV","End Processing"
"0.5022","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GGP-FY2015.CSV","Start Processing"
"10565.7904","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GGP-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GILD-FY2015.CSV","Start Processing"
"10015.5802","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GILD-FY2015.CSV","End Processing"
"0.9919","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GIS-FY2015.CSV","Start Processing"
"10514.9623","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GIS-FY2015.CSV","End Processing"
"0.9981","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GLW-FY2015.CSV","Start Processing"
"9443.2096","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GLW-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GM-FY2015.CSV","Start Processing"
"9859.0222","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GM-FY2015.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GOOG-FY2015.CSV","Start Processing"
"10582.6594","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GOOG-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GOOGL-FY2015.CSV","Start Processing"
"9160.4905","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GOOGL-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GPC-FY2015.CSV","Start Processing"
"9516.2419","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GPC-FY2015.CSV","End Processing"
"0.5029","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GPN-FY2015.CSV","Start Processing"
"9121.6608","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GPN-FY2015.CSV","End Processing"
"0.4956","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GPS-FY2015.CSV","Start Processing"
"8837.3105","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GPS-FY2015.CSV","End Processing"
"0.997","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GRMN-FY2015.CSV","Start Processing"
"9568.4412","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GRMN-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GS-FY2015.CSV","Start Processing"
"9988.3167","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GS-FY2015.CSV","End Processing"
"0.9973","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GT-FY2015.CSV","Start Processing"
"8826.4688","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GT-FY2015.CSV","End Processing"
"0.5025","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GWW-FY2015.CSV","Start Processing"
"8789.287","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\GWW-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GD-FY2016.CSV","Start Processing"
"9601.5603","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GD-FY2016.CSV","End Processing"
"0.9937","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GE-FY2016.CSV","Start Processing"
"9864.7407","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GE-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GGP-FY2016.CSV","Start Processing"
"9541.7772","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GGP-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GILD-FY2016.CSV","Start Processing"
"10216.6674","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GILD-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GIS-FY2016.CSV","Start Processing"
"9585.2872","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GIS-FY2016.CSV","End Processing"
"0.4977","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GLW-FY2016.CSV","Start Processing"
"8976.9762","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GLW-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GM-FY2016.CSV","Start Processing"
"8830.1885","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\GM-FY2016.CSV","End Processing"
