#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"16.6449","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\O-FY2013.CSV","Start Processing"
"11116.5655","264","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\O-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OKE-FY2013.CSV","Start Processing"
"9349.4344","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OKE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OMC-FY2013.CSV","Start Processing"
"9098.4601","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OMC-FY2013.CSV","End Processing"
"0.4989","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORCL-FY2013.CSV","Start Processing"
"9000.1914","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORCL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORLY-FY2013.CSV","Start Processing"
"9799.8758","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ORLY-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OXY-FY2013.CSV","Start Processing"
"11916.613","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\OXY-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\O-FY2014.CSV","Start Processing"
"9383.2488","269","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\O-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OKE-FY2014.CSV","Start Processing"
"9033.0336","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OKE-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OMC-FY2014.CSV","Start Processing"
"9783.3634","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OMC-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORCL-FY2014.CSV","Start Processing"
"8649.4628","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORCL-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORLY-FY2014.CSV","Start Processing"
"8750.271","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\ORLY-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OXY-FY2014.CSV","Start Processing"
"8516.1892","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\OXY-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\O-FY2015.CSV","Start Processing"
"9583.0867","264","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\O-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\OKE-FY2015.CSV","Start Processing"
"11664.0808","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\OKE-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\OMC-FY2015.CSV","Start Processing"
"9435.7837","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\OMC-FY2015.CSV","End Processing"
"16.147","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\ORCL-FY2015.CSV","Start Processing"
"9416.3619","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\ORCL-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\ORLY-FY2015.CSV","Start Processing"
"8932.6874","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\ORLY-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\OXY-FY2015.CSV","Start Processing"
"9782.1097","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\OXY-FY2015.CSV","End Processing"
"0.4999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\O-FY2016.CSV","Start Processing"
"9101.0438","264","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\O-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\OKE-FY2016.CSV","Start Processing"
"8916.5024","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\OKE-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\OMC-FY2016.CSV","Start Processing"
"9054.4826","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\OMC-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\ORCL-FY2016.CSV","Start Processing"
"8678.0785","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\ORCL-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\ORLY-FY2016.CSV","Start Processing"
"10216.7712","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\ORLY-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\OXY-FY2016.CSV","Start Processing"
"9332.8581","258","C:\COMMUNITY WORK\STAGING\DATA\S&P-2016\OXY-FY2016.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\O-FY2017.CSV","Start Processing"
"9683.5613","262","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\O-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OKE-FY2017.CSV","Start Processing"
"10100.8665","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OKE-FY2017.CSV","End Processing"
"0.4992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OMC-FY2017.CSV","Start Processing"
"9083.2288","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OMC-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORCL-FY2017.CSV","Start Processing"
"9378.6401","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORCL-FY2017.CSV","End Processing"
"1.001","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORLY-FY2017.CSV","Start Processing"
"8970.9978","251","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\ORLY-FY2017.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OXY-FY2017.CSV","Start Processing"
"9200.1063","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2017\OXY-FY2017.CSV","End Processing"
