#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"5.9863","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\T-FY2013.CSV","Start Processing"
"8255.4006","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\T-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TAP-FY2013.CSV","Start Processing"
"7603.8052","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TAP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TDG-FY2013.CSV","Start Processing"
"7643.6632","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TDG-FY2013.CSV","End Processing"
"0.9995","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TEL-FY2013.CSV","Start Processing"
"7670.5656","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TEL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TGT-FY2013.CSV","Start Processing"
"7681.81","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TGT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TIF-FY2013.CSV","Start Processing"
"7561.5229","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TIF-FY2013.CSV","End Processing"
"0.9065","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TJX-FY2013.CSV","Start Processing"
"7742.5531","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TJX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TMK-FY2013.CSV","Start Processing"
"7910.4369","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TMK-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TMO-FY2013.CSV","Start Processing"
"7955.4837","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TMO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TPR-FY2013.CSV","Start Processing"
"7786.4702","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TPR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TRIP-FY2013.CSV","Start Processing"
"7347.4831","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TRIP-FY2013.CSV","End Processing"
"0.4901","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TROW-FY2013.CSV","Start Processing"
"7497.1824","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TROW-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TRV-FY2013.CSV","Start Processing"
"7954.2786","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TRV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TSCO-FY2013.CSV","Start Processing"
"7496.6274","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TSCO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TSN-FY2013.CSV","Start Processing"
"7345.3198","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TSN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TSS-FY2013.CSV","Start Processing"
"7539.6278","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TSS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TWX-FY2013.CSV","Start Processing"
"7405.1578","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TWX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TXN-FY2013.CSV","Start Processing"
"7492.0181","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TXN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TXT-FY2013.CSV","Start Processing"
"7670.6692","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\TXT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\T-FY2014.CSV","Start Processing"
"7579.0661","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\T-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TAP-FY2014.CSV","Start Processing"
"7592.0992","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TAP-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TDG-FY2014.CSV","Start Processing"
"7584.0037","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TDG-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TEL-FY2014.CSV","Start Processing"
"8006.1132","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TEL-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TGT-FY2014.CSV","Start Processing"
"7413.9965","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TGT-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TIF-FY2014.CSV","Start Processing"
"7442.5639","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TIF-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TJX-FY2014.CSV","Start Processing"
"7374.5847","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TJX-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TMK-FY2014.CSV","Start Processing"
"7557.7567","258","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TMK-FY2014.CSV","End Processing"
"1.0028","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TMO-FY2014.CSV","Start Processing"
"7564.5128","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TMO-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TPR-FY2014.CSV","Start Processing"
"7396.0285","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TPR-FY2014.CSV","End Processing"
"0.5926","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TRIP-FY2014.CSV","Start Processing"
"7739.6778","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TRIP-FY2014.CSV","End Processing"
"0.9995","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TROW-FY2014.CSV","Start Processing"
"7958.6544","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TROW-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TRV-FY2014.CSV","Start Processing"
"7719.7314","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TRV-FY2014.CSV","End Processing"
"0.9999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TSCO-FY2014.CSV","Start Processing"
"7520.825","261","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TSCO-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TSN-FY2014.CSV","Start Processing"
"7997.9725","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TSN-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TSS-FY2014.CSV","Start Processing"
"7538.0641","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TSS-FY2014.CSV","End Processing"
"1.0072","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TWX-FY2014.CSV","Start Processing"
"7428.2658","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TWX-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TXN-FY2014.CSV","Start Processing"
"7522.7712","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TXN-FY2014.CSV","End Processing"
"0.5521","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TXT-FY2014.CSV","Start Processing"
"7728.7772","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\TXT-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\T-FY2015.CSV","Start Processing"
"7682.8435","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\T-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TAP-FY2015.CSV","Start Processing"
"7602.405","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TAP-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TDG-FY2015.CSV","Start Processing"
"7831.2196","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TDG-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TEL-FY2015.CSV","Start Processing"
"7953.6998","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TEL-FY2015.CSV","End Processing"
"1.001","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TGT-FY2015.CSV","Start Processing"
"7807.5664","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TGT-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TIF-FY2015.CSV","Start Processing"
"7626.3012","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TIF-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TJX-FY2015.CSV","Start Processing"
"7749.9932","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TJX-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TMK-FY2015.CSV","Start Processing"
"7472.5944","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TMK-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TMO-FY2015.CSV","Start Processing"
"7935.0023","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TMO-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TPR-FY2015.CSV","Start Processing"
"7788.0738","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TPR-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TRIP-FY2015.CSV","Start Processing"
"7413.7432","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TRIP-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TROW-FY2015.CSV","Start Processing"
"7867.091","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TROW-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\TRV-FY2015.CSV","Start Processing"
