#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\D-FY2013.CSV","Start Processing"
"16050.5077","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\D-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DAL-FY2013.CSV","Start Processing"
"10216.6778","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DAL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DE-FY2013.CSV","Start Processing"
"9999.7965","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DFS-FY2013.CSV","Start Processing"
"10064.1469","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DFS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DG-FY2013.CSV","Start Processing"
"10550.6738","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DGX-FY2013.CSV","Start Processing"
"12881.1722","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DGX-FY2013.CSV","End Processing"
"0.4058","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DHI-FY2013.CSV","Start Processing"
"9930.1683","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DHI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DHR-FY2013.CSV","Start Processing"
"9866.7157","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DHR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DIS-FY2013.CSV","Start Processing"
"10016.3805","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DIS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DISCA-FY2013.CSV","Start Processing"
"9283.16","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DISCA-FY2013.CSV","End Processing"
"0.5116","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DISCK-FY2013.CSV","Start Processing"
"9200.5643","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DISCK-FY2013.CSV","End Processing"
"0.5233","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DISH-FY2013.CSV","Start Processing"
"10208.9419","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DISH-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DLR-FY2013.CSV","Start Processing"
"12132.5429","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DLR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DLTR-FY2013.CSV","Start Processing"
"10233.1411","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DLTR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DOV-FY2013.CSV","Start Processing"
"10183.0345","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DOV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DPS-FY2013.CSV","Start Processing"
"9531.9741","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DPS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DRE-FY2013.CSV","Start Processing"
"10634.3547","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DRE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DRI-FY2013.CSV","Start Processing"
"10026.4204","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DRI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DTE-FY2013.CSV","Start Processing"
"9952.2879","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DTE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DUK-FY2013.CSV","Start Processing"
"10219.8026","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DUK-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DVA-FY2013.CSV","Start Processing"
"10799.3777","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DVA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DVN-FY2013.CSV","Start Processing"
"10214.7079","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DVN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DWDP-FY2013.CSV","Start Processing"
"10484.9417","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DWDP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DXC-FY2013.CSV","Start Processing"
"11333.3067","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\DXC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\D-FY2014.CSV","Start Processing"
"9999.7987","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\D-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DAL-FY2014.CSV","Start Processing"
"9666.686","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DAL-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DE-FY2014.CSV","Start Processing"
"9896.2858","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DE-FY2014.CSV","End Processing"
"2.5012","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DFS-FY2014.CSV","Start Processing"
"10352.1949","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DFS-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DG-FY2014.CSV","Start Processing"
"9899.8854","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DG-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\DGX-FY2014.CSV","Start Processing"
