#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"15.603","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IBM-FY2013.CSV","Start Processing"
"14751.9759","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IBM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ICE-FY2013.CSV","Start Processing"
"10116.4458","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ICE-FY2013.CSV","End Processing"
"15.6452","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IDXX-FY2013.CSV","Start Processing"
"9878.8292","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IDXX-FY2013.CSV","End Processing"
"0.997","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IFF-FY2013.CSV","Start Processing"
"10052.2198","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IFF-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ILMN-FY2013.CSV","Start Processing"
"10716.5504","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ILMN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INCY-FY2013.CSV","Start Processing"
"12466.4815","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INCY-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INFO-FY2013.CSV","Start Processing"
"45.1012","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INFO-FY2013.CSV","End Processing"
"1.0101","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTC-FY2013.CSV","Start Processing"
"10553.858","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTU-FY2013.CSV","Start Processing"
"9866.4784","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\INTU-FY2013.CSV","End Processing"
"18.664","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IP-FY2013.CSV","Start Processing"
"9609.9513","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IP-FY2013.CSV","End Processing"
"0.4993","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IPG-FY2013.CSV","Start Processing"
"9636.2164","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IPG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IQV-FY2013.CSV","Start Processing"
"5866.3689","164","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IQV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IR-FY2013.CSV","Start Processing"
"9999.1599","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IRM-FY2013.CSV","Start Processing"
"11849.773","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IRM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ISRG-FY2013.CSV","Start Processing"
"10822.2889","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ISRG-FY2013.CSV","End Processing"
"0.4978","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\IT-FY2013.CSV","Start Processing"
