#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NAVI-FY2013.CSV","Start Processing"
"67.5397","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NAVI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NBL-FY2013.CSV","Start Processing"
"13135.411","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NBL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NCLH-FY2013.CSV","Start Processing"
"7828.8127","240","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NCLH-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NDAQ-FY2013.CSV","Start Processing"
"8144.4463","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NDAQ-FY2013.CSV","End Processing"
"0.5003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEE-FY2013.CSV","Start Processing"
"8142.3258","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEM-FY2013.CSV","Start Processing"
"8733.2838","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NEM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFLX-FY2013.CSV","Start Processing"
"9115.9386","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFLX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFX-FY2013.CSV","Start Processing"
"10849.9641","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NFX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NI-FY2013.CSV","Start Processing"
"8599.5342","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NKE-FY2013.CSV","Start Processing"
"8242.436","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NKE-FY2013.CSV","End Processing"
"0.496","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NLSN-FY2013.CSV","Start Processing"
"8756.5448","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NLSN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOC-FY2013.CSV","Start Processing"
"8032.7969","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOV-FY2013.CSV","Start Processing"
"8033.294","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NOV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NRG-FY2013.CSV","Start Processing"
"7799.983","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NRG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NSC-FY2013.CSV","Start Processing"
"8749.9192","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NSC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NTAP-FY2013.CSV","Start Processing"
"9649.8154","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NTAP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\NTRS-FY2013.CSV","Start Processing"
