#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"16.651","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PAYX-FY2013.CSV","Start Processing"
"12599.9335","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PAYX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PBCT-FY2013.CSV","Start Processing"
"9599.5868","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PBCT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCAR-FY2013.CSV","Start Processing"
"8699.8133","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCAR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCG-FY2013.CSV","Start Processing"
"8900.0973","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCLN-FY2013.CSV","Start Processing"
"9799.8619","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PCLN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PDCO-FY2013.CSV","Start Processing"
"11099.6847","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PDCO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEG-FY2013.CSV","Start Processing"
"9841.1676","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEG-FY2013.CSV","End Processing"
"0.9992","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEP-FY2013.CSV","Start Processing"
"9007.9741","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PEP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFE-FY2013.CSV","Start Processing"
"9766.211","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFG-FY2013.CSV","Start Processing"
"9099.8604","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PFG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PG-FY2013.CSV","Start Processing"
"8531.7768","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PGR-FY2013.CSV","Start Processing"
"8517.6657","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PGR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PH-FY2013.CSV","Start Processing"
"9383.3611","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PH-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PHM-FY2013.CSV","Start Processing"
"10766.0257","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PHM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKG-FY2013.CSV","Start Processing"
"9366.5223","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKI-FY2013.CSV","Start Processing"
"9032.2393","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PKI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PLD-FY2013.CSV","Start Processing"
"9851.1413","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\PLD-FY2013.CSV","End Processing"
