#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"16.6765","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\A-FY2013.CSV","Start Processing"
"14949.3869","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\A-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\AAL-FY2013.CSV","Start Processing"
"9383.1704","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\AAL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\AAP-FY2013.CSV","Start Processing"
"9499.0914","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\AAP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\AAPL-FY2013.CSV","Start Processing"
"9849.6104","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\AAPL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ABBV-FY2013.CSV","Start Processing"
"10516.8044","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ABBV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ABC-FY2013.CSV","Start Processing"
"12133.1045","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ABC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ABT-FY2013.CSV","Start Processing"
"10282.8114","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ABT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ACN-FY2013.CSV","Start Processing"
"9216.6071","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ACN-FY2013.CSV","End Processing"
"16.7042","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADBE-FY2013.CSV","Start Processing"
"10283.0849","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADBE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADI-FY2013.CSV","Start Processing"
"9066.5599","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADM-FY2013.CSV","Start Processing"
"8833.2347","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADP-FY2013.CSV","Start Processing"
"9016.2805","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\ADS-FY2013.CSV","Start Processing"
