#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"17.6702","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\M-FY2013.CSV","Start Processing"
"17400.8483","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\M-FY2013.CSV","End Processing"
"0.497","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MA-FY2013.CSV","Start Processing"
"9816.7744","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAA-FY2013.CSV","Start Processing"
"9900.1293","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAC-FY2013.CSV","Start Processing"
"10283.035","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAR-FY2013.CSV","Start Processing"
"10616.3804","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAS-FY2013.CSV","Start Processing"
"12616.8121","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAT-FY2013.CSV","Start Processing"
"9949.6349","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MAT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCD-FY2013.CSV","Start Processing"
"9916.3347","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCD-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCHP-FY2013.CSV","Start Processing"
"9883.2446","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCHP-FY2013.CSV","End Processing"
"1.5024","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCK-FY2013.CSV","Start Processing"
"9164.4296","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCK-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCO-FY2013.CSV","Start Processing"
"9394.1257","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MCO-FY2013.CSV","End Processing"
"1.4846","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MDLZ-FY2013.CSV","Start Processing"
"9837.5305","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MDLZ-FY2013.CSV","End Processing"
"16.6477","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MDT-FY2013.CSV","Start Processing"
"11733.1386","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MDT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MET-FY2013.CSV","Start Processing"
"12866.358","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MET-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MGM-FY2013.CSV","Start Processing"
"10131.6083","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MGM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MHK-FY2013.CSV","Start Processing"
"9405.6345","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MHK-FY2013.CSV","End Processing"
"1.5152","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MKC-FY2013.CSV","Start Processing"
"10895.0572","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MKC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MLM-FY2013.CSV","Start Processing"
"9894.2888","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MLM-FY2013.CSV","End Processing"
"0.4821","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MMC-FY2013.CSV","Start Processing"
"9052.9086","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MMC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MMM-FY2013.CSV","Start Processing"
"9050.0971","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MMM-FY2013.CSV","End Processing"
"15.6405","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MNST-FY2013.CSV","Start Processing"
"10163.527","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MNST-FY2013.CSV","End Processing"
"3.0008","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MO-FY2013.CSV","Start Processing"
"10735.3806","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MON-FY2013.CSV","Start Processing"
"10199.9725","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MON-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MOS-FY2013.CSV","Start Processing"
"11299.9398","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MOS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MPC-FY2013.CSV","Start Processing"
"9899.4445","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MPC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MRK-FY2013.CSV","Start Processing"
"10016.6918","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MRK-FY2013.CSV","End Processing"
"0.512","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MRO-FY2013.CSV","Start Processing"
"9850.7347","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MRO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MS-FY2013.CSV","Start Processing"
"10350.081","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MSFT-FY2013.CSV","Start Processing"
"10181.9408","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MSFT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MSI-FY2013.CSV","Start Processing"
"9817.7054","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MSI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MTB-FY2013.CSV","Start Processing"
"10015.3616","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MTB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MTD-FY2013.CSV","Start Processing"
"10033.9314","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MTD-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MU-FY2013.CSV","Start Processing"
"9665.918","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MU-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MYL-FY2013.CSV","Start Processing"
"9716.6113","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\MYL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\M-FY2014.CSV","Start Processing"
"10216.3409","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\M-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\MA-FY2014.CSV","Start Processing"
"10066.9151","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\MA-FY2014.CSV","End Processing"
