#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"11.5191","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\L-FY2013.CSV","Start Processing"
"23542.2945","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\L-FY2013.CSV","End Processing"
"0.4999","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LB-FY2013.CSV","Start Processing"
"8772.4106","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LEG-FY2013.CSV","Start Processing"
"9633.1415","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LEG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LEN-FY2013.CSV","Start Processing"
"9399.868","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LEN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LH-FY2013.CSV","Start Processing"
"10131.3344","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LH-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LKQ-FY2013.CSV","Start Processing"
"10148.8059","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LKQ-FY2013.CSV","End Processing"
"0.9963","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LLL-FY2013.CSV","Start Processing"
"12386.1151","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LLL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LLY-FY2013.CSV","Start Processing"
"9816.351","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LLY-FY2013.CSV","End Processing"
"15.6347","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LMT-FY2013.CSV","Start Processing"
"9266.4317","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LMT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LNC-FY2013.CSV","Start Processing"
"9200.0174","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LNC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LNT-FY2013.CSV","Start Processing"
"8999.5876","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LNT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LOW-FY2013.CSV","Start Processing"
"9082.3769","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LOW-FY2013.CSV","End Processing"
"0.4993","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LRCX-FY2013.CSV","Start Processing"
"9433.5811","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LRCX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LUK-FY2013.CSV","Start Processing"
"10532.2056","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LUK-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LUV-FY2013.CSV","Start Processing"
"10932.7775","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LUV-FY2013.CSV","End Processing"
"15.6343","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LYB-FY2013.CSV","Start Processing"
"9183.3831","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\LYB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\L-FY2014.CSV","Start Processing"
"9433.0902","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\L-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LB-FY2014.CSV","Start Processing"
"9149.7931","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LB-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LEG-FY2014.CSV","Start Processing"
"10532.9834","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LEG-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LEN-FY2014.CSV","Start Processing"
"9583.5823","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LEN-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LH-FY2014.CSV","Start Processing"
"9432.8893","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LH-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LKQ-FY2014.CSV","Start Processing"
"8765.7296","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LKQ-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LLL-FY2014.CSV","Start Processing"
"10616.5466","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LLL-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LLY-FY2014.CSV","Start Processing"
"9666.7633","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LLY-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LMT-FY2014.CSV","Start Processing"
"10497.6317","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LMT-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LNC-FY2014.CSV","Start Processing"
"10668.5473","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LNC-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LNT-FY2014.CSV","Start Processing"
"9533.0801","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LNT-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LOW-FY2014.CSV","Start Processing"
"9466.6733","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LOW-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LRCX-FY2014.CSV","Start Processing"
"9382.859","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LRCX-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LUK-FY2014.CSV","Start Processing"
"9716.6321","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LUK-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LUV-FY2014.CSV","Start Processing"
"9433.1518","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LUV-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LYB-FY2014.CSV","Start Processing"
"9199.7523","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\LYB-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\L-FY2015.CSV","Start Processing"
"9265.0372","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\L-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LB-FY2015.CSV","Start Processing"
"9800.1125","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LB-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LEG-FY2015.CSV","Start Processing"
"9034.2706","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LEG-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LEN-FY2015.CSV","Start Processing"
"9183.4662","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LEN-FY2015.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2015\LH-FY2015.CSV","Start Processing"
