#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SBAC-FY2013.CSV","Start Processing"
"12480.0559","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SBAC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SBUX-FY2013.CSV","Start Processing"
"9082.0819","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SBUX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SCG-FY2013.CSV","Start Processing"
"8817.3947","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SCG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SCHW-FY2013.CSV","Start Processing"
"8766.3229","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SCHW-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SEE-FY2013.CSV","Start Processing"
"9632.9471","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SEE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SHW-FY2013.CSV","Start Processing"
"10716.79","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SHW-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SIG-FY2013.CSV","Start Processing"
"9982.9037","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SIG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SJM-FY2013.CSV","Start Processing"
"8749.6563","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SJM-FY2013.CSV","End Processing"
"0.5087","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SLB-FY2013.CSV","Start Processing"
"9599.9639","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SLB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SLG-FY2013.CSV","Start Processing"
"8748.4841","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SLG-FY2013.CSV","End Processing"
"0.4996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SNA-FY2013.CSV","Start Processing"
"8851.7999","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SNA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SNI-FY2013.CSV","Start Processing"
"8533.3609","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SNI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SNPS-FY2013.CSV","Start Processing"
"9199.4973","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SNPS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SO-FY2013.CSV","Start Processing"
"9866.4959","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SPG-FY2013.CSV","Start Processing"
"9971.4335","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SPG-FY2013.CSV","End Processing"
"0.9354","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SPGI-FY2013.CSV","Start Processing"
"9211.8814","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SPGI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SRCL-FY2013.CSV","Start Processing"
"8999.5883","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SRCL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SRE-FY2013.CSV","Start Processing"
"8599.5751","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SRE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STI-FY2013.CSV","Start Processing"
"9716.825","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STT-FY2013.CSV","Start Processing"
"9316.597","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STT-FY2013.CSV","End Processing"
"0.5054","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STX-FY2013.CSV","Start Processing"
"8798.9215","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STZ-FY2013.CSV","Start Processing"
"8800.8819","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\STZ-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SWK-FY2013.CSV","Start Processing"
"9315.6682","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SWK-FY2013.CSV","End Processing"
"0.4974","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SWKS-FY2013.CSV","Start Processing"
"8967.0981","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\SWKS-FY2013.CSV","End Processing"
