#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"0.5003","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\C-FY2013.CSV","Start Processing"
"15792.3761","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\C-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CA-FY2013.CSV","Start Processing"
"9324.1025","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CAG-FY2013.CSV","Start Processing"
"9999.6638","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CAG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CAH-FY2013.CSV","Start Processing"
"9849.9342","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CAH-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CAT-FY2013.CSV","Start Processing"
"10583.326","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CAT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CB-FY2013.CSV","Start Processing"
"11899.6162","259","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CBG-FY2013.CSV","Start Processing"
"10599.9004","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CBG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CBOE-FY2013.CSV","Start Processing"
"9619.5055","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CBOE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CBS-FY2013.CSV","Start Processing"
"9894.3133","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CBS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CCI-FY2013.CSV","Start Processing"
"9202.2721","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CCI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CCL-FY2013.CSV","Start Processing"
"8980.1108","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CCL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CDNS-FY2013.CSV","Start Processing"
"9233.2216","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CDNS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CELG-FY2013.CSV","Start Processing"
"11833.2449","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CELG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CERN-FY2013.CSV","Start Processing"
"11382.9312","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CERN-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CF-FY2013.CSV","Start Processing"
"9466.4903","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CF-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CFG-FY2013.CSV","Start Processing"
"33.2969","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CFG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHD-FY2013.CSV","Start Processing"
"9633.2997","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHD-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHK-FY2013.CSV","Start Processing"
"9699.549","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHK-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHRW-FY2013.CSV","Start Processing"
"10734.516","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHRW-FY2013.CSV","End Processing"
"0.5032","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHTR-FY2013.CSV","Start Processing"
"9831.7184","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CHTR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CI-FY2013.CSV","Start Processing"
"9616.7337","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CINF-FY2013.CSV","Start Processing"
"9065.1454","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CINF-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CL-FY2013.CSV","Start Processing"
"10949.8767","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CLX-FY2013.CSV","Start Processing"
"9816.8878","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CLX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMA-FY2013.CSV","Start Processing"
"10681.9531","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMCSA-FY2013.CSV","Start Processing"
"11281.4038","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMCSA-FY2013.CSV","End Processing"
"4.0113","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CME-FY2013.CSV","Start Processing"
"9699.2612","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CME-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMG-FY2013.CSV","Start Processing"
"9649.1642","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMI-FY2013.CSV","Start Processing"
"9833.0578","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMI-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMS-FY2013.CSV","Start Processing"
"9899.6389","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CMS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CNC-FY2013.CSV","Start Processing"
"9833.0749","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CNC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CNP-FY2013.CSV","Start Processing"
"10050.1686","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CNP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COF-FY2013.CSV","Start Processing"
"9899.7566","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COF-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COG-FY2013.CSV","Start Processing"
"10075.6314","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COG-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COL-FY2013.CSV","Start Processing"
"9604.7092","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COL-FY2013.CSV","End Processing"
"0.5047","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COO-FY2013.CSV","Start Processing"
"9567.2183","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COP-FY2013.CSV","Start Processing"
"9817.3889","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COP-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COST-FY2013.CSV","Start Processing"
"9682.7867","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COST-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COTY-FY2013.CSV","Start Processing"
"5383.4242","141","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\COTY-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CPB-FY2013.CSV","Start Processing"
"9516.4575","254","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CPB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CRM-FY2013.CSV","Start Processing"
"9083.1963","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CRM-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CSCO-FY2013.CSV","Start Processing"
"9099.9608","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CSCO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CSRA-FY2013.CSV","Start Processing"
"33.353","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CSRA-FY2013.CSV","End Processing"
"0.4836","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CSX-FY2013.CSV","Start Processing"
"9800.1001","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CSX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTAS-FY2013.CSV","Start Processing"
"8999.9146","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTAS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTL-FY2013.CSV","Start Processing"
"8882.8975","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTL-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTSH-FY2013.CSV","Start Processing"
"9616.6232","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTSH-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTXS-FY2013.CSV","Start Processing"
"9183.1807","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CTXS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CVS-FY2013.CSV","Start Processing"
"8733.1211","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CVS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CVX-FY2013.CSV","Start Processing"
"8616.5612","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CVX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CXO-FY2013.CSV","Start Processing"
"8916.4669","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\CXO-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\C-FY2014.CSV","Start Processing"
"9182.9779","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\C-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\CA-FY2014.CSV","Start Processing"
