#TYPE System.Management.Automation.PSCustomObject
"Total","Recs","File","Action"
"8.9996","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\F-FY2013.CSV","Start Processing"
"17011.9162","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\F-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FAST-FY2013.CSV","Start Processing"
"9433.5205","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FAST-FY2013.CSV","End Processing"
"1.0357","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FB-FY2013.CSV","Start Processing"
"10116.7788","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FBHS-FY2013.CSV","Start Processing"
"9883.1523","255","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FBHS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FCX-FY2013.CSV","Start Processing"
"10516.5596","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FCX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FDX-FY2013.CSV","Start Processing"
"12899.6196","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FDX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FE-FY2013.CSV","Start Processing"
"9615.7309","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FE-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FFIV-FY2013.CSV","Start Processing"
"9351.5954","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FFIV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FIS-FY2013.CSV","Start Processing"
"10160.3738","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FIS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FISV-FY2013.CSV","Start Processing"
"9255.0918","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FISV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FITB-FY2013.CSV","Start Processing"
"9198.8085","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FITB-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FL-FY2013.CSV","Start Processing"
"9849.6855","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FL-FY2013.CSV","End Processing"
"15.6343","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FLIR-FY2013.CSV","Start Processing"
"11423.2435","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FLIR-FY2013.CSV","End Processing"
"5.9284","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FLR-FY2013.CSV","Start Processing"
"11420.5986","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FLR-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FLS-FY2013.CSV","Start Processing"
"9596.9882","257","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FLS-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FMC-FY2013.CSV","Start Processing"
"9719.6529","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FMC-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FOX-FY2013.CSV","Start Processing"
"9849.7869","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FOX-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FOXA-FY2013.CSV","Start Processing"
"10432.8138","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FOXA-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FRT-FY2013.CSV","Start Processing"
"9682.1752","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FRT-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FTI-FY2013.CSV","Start Processing"
"9601.176","253","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FTI-FY2013.CSV","End Processing"
"15.6412","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FTV-FY2013.CSV","Start Processing"
"16.6524","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2013\FTV-FY2013.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\F-FY2014.CSV","Start Processing"
"9897.8874","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\F-FY2014.CSV","End Processing"
"0","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\FAST-FY2014.CSV","Start Processing"
"10473.0722","256","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\FAST-FY2014.CSV","End Processing"
"0.5014","0","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\FB-FY2014.CSV","Start Processing"
"10377.3995","252","C:\COMMUNITY WORK\STAGING\DATA\S&P-2014\FB-FY2014.CSV","End Processing"
